StationID,StationFront,StationBack,Sample Date (mm/dd/yyyy),month,day,year,CoreNumber123,SampleDepth.cm,WetSoilpH,DrySoilpH,SoilConductance,SoilSalinity.ppt,SoilMoisture,BulkDensity,OrganicMatter,WetVolume,DryVolume,Comments
CRMS0354-S01,CRMS0354,S01,4/27/2006,4,27,2006,3,4_to8,4.86,4.75,8430,4.7,77.16,0.24,29.29,324.29,108.35,
CRMS0354-S01,CRMS0354,S01,4/27/2006,4,27,2006,3,8_to12,5,4.75,8830,4.9,77.59,0.25,28.28,324.29,115.76,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,1,0_to4,6.98,7.55,14970,8.7,69.22,0.27,18.5,324.29,70.78,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,1,12_to16,6.48,5.82,14880,8.65,72.24,0.29,21.78,324.29,65.54,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,1,16_to20,6.43,5.9,15065,8.8,71.13,0.33,20.95,324.29,80.5,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,1,20_to24,6.55,5.84,14425,8.4,69.32,0.3,20.9,324.29,64.27,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,1,4_to8,6.78,6.9,15570,9.15,71.68,0.23,22.19,324.29,70.61,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,1,8_to12,6.5,5.9,14820,8.65,71.56,0.28,20.71,324.29,81.04,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,2,0_to4,6.68,6.63,15330,8.95,68.7,0.25,21.18,324.29,75.96,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,2,12_to16,6.88,6.15,16040,9.4,68.74,0.29,19.5,324.29,66.57,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,2,16_to20,6.8,5.95,15620,9.15,70.89,0.3,21.11,324.29,73.85,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,2,20_to24,6.85,6.05,15025,8.75,70.83,0.31,20.55,324.29,68.09,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,2,4_to8,6.73,5.85,15950,9.3,72.57,0.32,21.5,324.29,65.63,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,2,8_to12,6.95,6.95,15830,9.3,69.88,0.32,20.2,324.29,66.19,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,3,0_to4,6.73,6.92,14995,8.75,71.62,0.26,18.64,324.29,68.45,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,3,12_to16,6.6,5.82,16020,9.4,73.38,0.29,22.61,324.29,62.66,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,3,16_to20,6.78,5.95,14355,8.35,70.74,0.29,21.36,324.29,72.55,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,3,20_to24,6.85,5.95,13885,8.05,70.05,0.37,19.5,324.29,80.36,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,3,4_to8,6.88,6.4,15410,9,68.99,0.25,21.29,324.29,76.61,
CRMS0355-S01,CRMS0355,S01,5/03/2006,5,3,2006,3,8_to12,6.85,6.15,15710,9.2,68.61,0.32,22.77,324.29,69.69,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,1,0_to4,6.51,6.4,588,0.3,87.61,0.08,56.96,324.29,42.38,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,1,12_to16,5.64,5.52,429,0.2,86.19,0.12,39.18,324.29,45.42,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,1,16_to20,5.66,5.44,422,0.2,85.51,0.12,37.5,324.29,52.91,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,1,20_to24,5.6,5.4,466,0.2,85.84,0.12,33.05,324.29,51.69,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,1,4_to8,5.82,6.28,481,0.2,90.23,0.08,59.91,324.29,54.07,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,1,8_to12,5.7,5.85,535,0.3,89.31,0.09,53.73,324.29,52.16,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,2,0_to4,6.21,5.94,550,0.3,83.09,0.11,43.75,324.29,57.72,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,2,12_to16,5.69,5.59,420,0.2,82.39,0.17,32.14,324.29,58.91,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,2,16_to20,5.5,5.35,417,0.2,86.11,0.14,35.06,324.29,57.51,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,2,20_to24,5.45,5.01,542,0.3,87.09,0.12,46.61,324.29,58.23,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,2,4_to8,5.41,5.48,475,0.2,88.28,0.11,48.3,324.29,58.48,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,2,8_to12,5.54,5.48,473,0.2,86.89,0.13,41.51,324.29,52.58,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,3,0_to4,5.82,5.8,794,0.4,85.33,0.13,56.87,324.29,73.99,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,3,12_to16,5.73,5.85,503,0.2,83.56,0.21,28.6,324.29,79.76,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,3,16_to20,5.61,5.49,447,0.2,76.44,0.25,24.65,324.29,76.69,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,3,20_to24,5.49,5.22,503,0.25,65.37,0.42,15.44,324.29,122.56,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,3,4_to8,5.72,5.74,646,0.3,84.48,0.15,46.51,324.29,69.04,
CRMS0367-S01,CRMS0367,S01,6/28/2006,6,28,2006,3,8_to12,5.83,5.9,586,0.3,87.53,0.13,47.49,324.29,54.9,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,3,8_to12,5.8,5.22,6560,3.6,74.23,0.3,24.73,324.29,123.17,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,1,0_to4,6.32,5.9,7180,3.95,74.53,0.32,24.79,324.29,118.27,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,1,12_to16,4.95,4.5,6540,3.6,75.74,0.27,25.51,324.29,108.88,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,1,16_to20,4.79,4.36,6800,3.7,73,0.3,26.2,324.29,110.43,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,1,20_to24,4.79,4.12,7560,4.2,80.27,0.21,34.45,324.29,111.01,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,1,4_to8,5.6,5.42,6520,3.6,70.75,0.34,24.58,324.29,102.85,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,1,8_to12,5.22,4.78,5780,3.1,73.44,0.28,21.53,324.29,99.34,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,2,0_to4,6.79,6.49,6860,3.8,72.39,0.3,24.08,324.29,106.62,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,2,12_to16,5.9,5.36,6910,3.8,70.44,0.35,24.09,324.29,104.93,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,2,16_to20,5.5,4.98,6570,3.6,70.7,0.33,20.97,324.29,83.93,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,2,20_to24,5.15,4.78,6865,3.8,71.62,0.38,22.64,324.29,83.38,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,2,4_to8,6.51,6.11,6930,3.8,70.8,0.33,24.59,324.29,109.93,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,2,8_to12,6.33,5.96,6750,3.75,72.79,0.32,25.35,324.29,114.02,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,3,0_to4,6.22,5.72,7850,4.35,75.92,0.3,31.54,324.29,132.71,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,3,12_to16,5.95,5.26,6150,3.35,75.73,0.29,18.64,324.29,122.84,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,3,16_to20,6.42,5.19,6720,3.7,73.29,0.32,23.83,324.29,102.36,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,3,20_to24,6.65,5.49,6400,3.5,71.23,0.36,22.79,324.29,108.8,
CRMS0369-S01,CRMS0369,S01,5/31/2007,5,31,2007,3,4_to8,5.35,5.14,6880,3.8,73.42,0.32,28.95,324.29,132.39,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,1,0_to4,6.64,6.4,739,0.4,86.73,0.08,65.33,324.29,56.69,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,1,12_to16,5.55,4.92,959,0.5,79.51,0.19,25.56,324.29,77.05,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,1,16_to20,5.76,5,961,0.5,78.34,0.22,25.35,324.29,63.76,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,1,20_to24,5.66,5.4,974,0.5,72.19,0.3,19.13,324.29,100.73,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,1,4_to8,6.17,5.75,377,0.2,87.94,0.11,44.74,324.29,67.49,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,1,8_to12,5.65,5.1,642,0.3,86.09,0.13,38.67,324.29,71.91,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,2,0_to4,6.35,6.12,552,0.3,90.65,0.07,69.33,324.29,66.93,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,2,12_to16,5.76,5.05,943,0.5,83.31,0.18,34.54,324.29,61.2,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,2,16_to20,5.65,4.94,1120,0.6,80.04,0.21,25.44,324.29,80.38,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,2,20_to24,5.66,4.85,1203,0.6,74.36,0.32,21.88,324.29,106.57,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,2,4_to8,6.07,5.55,530,0.3,86.83,0.15,60.18,324.29,76.69,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,2,8_to12,5.68,5.15,831,0.4,85.94,0.14,36.44,324.29,72.17,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,3,0_to4,6.72,6.65,850,0.4,84.21,0.11,47.16,324.29,75.61,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,3,12_to16,5.65,4.8,433,0.2,80.77,0.24,27.41,324.29,98.97,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,3,16_to20,5.27,4.85,542,0.3,79.72,0.2,27.63,324.29,83.04,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,3,20_to24,5.2,4.8,600,0.3,74.36,0.28,25.03,324.29,93.64,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,3,4_to8,6.39,5.91,312,0.2,84.7,0.14,34.79,324.29,66.68,
CRMS0371-S01,CRMS0371,S01,3/19/2007,3,19,2007,3,8_to12,5.72,5.45,294,0.1,83.43,0.17,31.05,324.29,96.09,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,2,20_to24,7.2,6.23,17020,10,76.59,0.25,27,324.29,98.39,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,2,4_to8,5.75,5.47,14945,8.7,62.29,0.42,19.5,324.29,166,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,2,8_to12,5.93,5.72,16920,9.95,71.08,0.28,25.63,324.29,120.43,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,3,0_to4,6.5,5.75,20225,12.05,62.92,0.51,14.5,324.29,194.9,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,3,12_to16,7.53,6.72,17845,10.4,66.48,0.29,22.5,324.29,123.54,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,3,16_to20,7.6,6.53,17110,10.1,74.72,0.23,28.25,324.29,96.07,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,3,20_to24,7.95,6.93,13535,7.8,68.99,0.49,15.5,324.29,161.3,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,3,4_to8,6.84,6.55,20435,12.2,72.15,0.26,26.87,324.29,118.16,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,3,8_to12,7.03,6.68,20265,12.1,77.81,0.23,28.36,324.29,111.89,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,1,0_to4,6.55,6.17,14630,8.45,65.73,0.43,17.82,324.29,156.82,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,1,12_to16,6.75,5.86,17440,10.3,74.75,0.3,23,324.29,106.93,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,1,16_to20,6.83,5.59,16300,9.55,75.22,0.3,24.37,324.29,118.95,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,1,20_to24,6.98,5.71,15730,9.2,72.84,0.29,28,324.29,119.7,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,1,4_to8,6.78,6.31,14335,8.35,67.28,0.35,21,324.29,130.98,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,1,8_to12,6.83,5.55,15920,9.35,74.11,0.31,20.79,324.29,116.42,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,2,0_to4,5.74,5.65,15670,9.15,65.27,0.4,19.35,324.29,154.05,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,2,12_to16,6.34,6.05,17575,10.4,75.75,0.25,25.13,324.29,106.74,
CRMS0374-S01,CRMS0374,S01,5/05/2006,5,5,2006,2,16_to20,7.15,6.04,17305,10.2,74.28,0.27,26,324.29,114.23,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,1,0_to4,5.95,5.34,13260,7.6,64.37,0.41,12.76,324.29,132.86,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,1,12_to16,6.13,5.34,13900,8,56.91,0.45,10.77,324.29,146.38,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,1,16_to20,6.9,5.15,11650,6.65,50.82,0.65,7.46,324.29,189.03,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,1,20_to24,6.5,4.89,14310,8.3,62.61,0.46,9.57,324.29,145.67,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,1,4_to8,6.02,4.98,14020,8.1,64.42,0.35,11.68,324.29,106.98,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,1,8_to12,6.38,5.27,13940,8.1,62.21,0.41,13.09,324.29,137.12,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,2,0_to4,5.42,5.1,14670,8.5,58.49,0.37,10.92,324.29,113.7,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,2,12_to16,6.63,5.1,12830,7.4,62.95,0.44,11.34,324.29,131.97,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,2,16_to20,7.34,6.41,11350,6.5,50.99,0.69,7.4,324.29,192.5,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,2,20_to24,6.03,4.96,12750,7.35,53.95,0.56,11.54,324.29,168.96,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,3,12_to16,6.76,5.77,12775,7.35,55.31,0.5,11.17,324.29,158.56,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,3,16_to20,5.75,5,13920,8.1,63.66,0.54,9.13,324.29,161.79,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,3,20_to24,5.44,4.75,15400,9,63.03,0.45,10.99,324.29,138.46,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,3,4_to8,6.21,5.29,12950,7.45,60.82,0.5,10.82,324.29,152.78,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,3,8_to12,5.94,5.47,14160,8.2,58.29,0.45,10.77,324.29,140.6,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,2,4_to8,5.53,5.1,14320,8.3,60.53,0.45,11.54,324.29,138.56,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,2,8_to12,5.83,4.98,13890,8,62.24,0.46,11.25,324.29,143.19,
CRMS0376-S01,CRMS0376,S01,6/08/2006,6,8,2006,3,0_to4,6.09,5.84,13490,7.8,59.72,0.39,10.11,324.29,121.46,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,1,0_to4,5.8,5.38,11430,6.8,64.82,0.32,20.19,324.29,144.1,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,1,12_to16,7.6,6.1,12430,7.1,66.07,0.39,17.4,324.29,122.85,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,1,16_to20,7.19,5.5,11145,6.35,57.37,0.5,11.69,324.29,146.26,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,1,20_to24,7.69,6.1,11530,6.6,58.49,0.52,13.59,324.29,132.77,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,1,4_to8,6.6,5.28,11220,6.7,62.8,0.4,19.22,324.29,166.53,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,1,8_to12,6.62,5.72,13160,7.6,63.97,0.36,20.92,324.29,133.32,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,2,0_to4,7.08,6.4,10390,5.9,61.57,0.42,18.05,324.29,152.78,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,2,12_to16,7.36,5.9,11710,6.7,58.08,0.48,16.62,324.29,142.51,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,2,16_to20,7.45,6.05,11130,6.3,62.01,0.43,13.16,324.29,133.73,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,2,20_to24,7.7,6.06,11750,6.7,58.46,0.57,14.26,324.29,170.79,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,2,4_to8,5.65,5.49,10490,5.9,48.35,0.6,16.8,324.29,188.36,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,2,8_to12,7.21,6.05,10370,5.9,49.7,0.59,12.94,324.29,178.23,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,3,0_to4,6.88,6.4,10820,6.1,70.61,0.34,22.29,324.29,148.96,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,3,12_to16,6.83,5.6,11595,6.65,62.88,0.46,14.22,324.29,147.06,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,3,16_to20,7.86,5.62,10440,5.9,57.96,0.52,12.82,324.29,154.52,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,3,20_to24,7.52,6.12,11730,6.7,62.53,0.46,14.05,324.29,133.57,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,3,4_to8,6.38,5.69,11580,6.6,69.63,0.35,23.18,324.29,155.15,
CRMS0377-S01,CRMS0377,S01,6/06/2007,6,6,2007,3,8_to12,7.28,5.26,10130,5.7,34.49,0.98,8.62,324.29,236.45,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,1,0_to4,5.12,4.77,12350,7.1,84.89,0.11,64.14,324.29,90.23,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,1,12_to16,5.65,5.81,4452,2.4,90.99,0.11,84.93,324.29,71.9,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,1,16_to20,5.75,4.88,4010,2.1,88.99,0.08,77.55,324.29,69.5,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,1,20_to24,5.58,4.86,3569,1.9,87.85,0.1,70.94,324.29,66.6,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,1,4_to8,5.3,5.01,4352,2.3,83.66,0.13,68.33,324.29,105.25,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,1,8_to12,5.75,5.2,4371,2.3,92.7,0.07,82.83,324.29,86.36,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,2,0_to4,6.37,5.7,4342,2.3,87.03,0.06,85.68,324.29,73.21,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,2,12_to16,5.5,4.51,4373,2.3,93.17,0.04,84.81,324.29,64.88,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,2,16_to20,5.59,4.85,4403,2.35,90.75,0.07,78.4,324.29,64.56,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,2,20_to24,5.8,4.85,3617,1.9,88.39,0.08,70.81,324.29,69.33,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,2,4_to8,5.99,5.29,3995,2.1,89.92,0.07,85.2,324.29,67.37,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,2,8_to12,5.74,4.64,4156,2.2,92.3,0.04,85.29,324.29,58.65,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,3,0_to4,4.59,4.33,24605,15,84.4,0.16,43.28,324.29,114.07,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,3,12_to16,5.98,5.09,4255,2.3,91.49,0.05,85.8,324.29,67.91,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,3,16_to20,5.8,4.48,4073,2.2,91.73,0.07,71.57,324.29,72.48,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,3,20_to24,5.73,4.89,3257,1.7,89.59,0.1,73.33,324.29,66.38,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,3,4_to8,5.34,4.78,4088,2.2,87.9,0.11,67.4,324.29,99.74,
CRMS0381-S01,CRMS0381,S01,6/07/2006,6,7,2006,3,8_to12,5.65,5.14,3767,2,82.08,0.11,60.97,324.29,107.71,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,1,0_to4,6.35,5.55,8180,4.6,89.41,0.06,67.84,324.29,52.92,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,1,12_to16,5.63,4.46,5770,3.1,91.39,0.07,75,324.29,87.83,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,1,16_to20,5.35,4.37,5490,3,91.94,0.06,77.61,324.29,101.82,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,1,20_to24,5.84,5.89,4495,2.4,90.6,0.07,75.77,324.29,65.57,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,1,4_to8,6.12,5.49,5470,3,91.98,0.06,75.38,324.29,76.9,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,1,8_to12,6.14,5.21,5480,2.95,90.48,0.09,73.62,324.29,83.61,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,2,0_to4,7.15,6.18,6660,3.6,88.48,0.05,66.08,324.29,43.21,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,2,12_to16,6.23,4.56,5590,3,92.7,0.05,77.37,324.29,64.28,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,2,16_to20,6.2,4.49,5870,3.2,92.67,0.05,77.12,324.29,62.58,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,2,20_to24,5.9,4.39,5640,3.05,92.11,0.07,72.86,324.29,46.36,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,2,4_to8,6.5,5.21,5745,3.1,92.63,0.05,76.88,324.29,69.66,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,2,8_to12,6.31,5.01,4980,2.7,90.64,0.07,74.49,324.29,61.28,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,3,0_to4,6.66,5.91,7170,3.9,90.73,0.07,72.73,324.29,56.96,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,3,12_to16,5.34,3.72,7160,3.9,93.71,0.05,75.6,324.29,74.57,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,3,16_to20,5.99,4.35,6770,3.7,92.16,0.07,71.8,324.29,76.57,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,3,20_to24,6.31,4.49,5675,3.1,90.65,0.09,66.83,324.29,58.87,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,3,4_to8,6.49,5.6,5860,3.25,91.75,0.08,72.45,324.29,62.52,
CRMS0382-S01,CRMS0382,S01,6/07/2006,6,7,2006,3,8_to12,6.27,4.85,6710,3.7,92.36,0.06,74.06,324.29,73.93,
CRMS0383-S01,CRMS0383,S01,6/06/2006,6,6,2006,1,0_to4,6.22,5.47,11630,6.6,65.8,0.3,17,324.29,98.86,
CRMS0383-S01,CRMS0383,S01,6/06/2006,6,6,2006,1,12_to16,6.97,5.22,11190,6.4,51.15,0.52,8.44,324.29,140.83,
CRMS0383-S01,CRMS0383,S01,6/06/2006,6,6,2006,1,16_to20,6.89,5.52,11710,6.7,68.36,0.52,9.37,324.29,141.7,
CRMS0383-S01,CRMS0383,S01,6/06/2006,6,6,2006,1,20_to24,7.32,6.44,10780,6.1,65.85,0.39,12.87,324.29,107.86,
CRMS0383-S01,CRMS0383,S01,6/06/2006,6,6,2006,1,4_to8,6.75,5.84,11660,6.65,66.99,0.33,14.76,324.29,105.25,
CRMS0383-S01,CRMS0383,S01,6/06/2006,6,6,2006,1,8_to12,6.85,5.61,12030,6.9,67.77,0.36,15.25,324.29,113.47,
CRMS0383-S01,CRMS0383,S01,6/06/2006,6,6,2006,2,0_to4,6.32,5.62,12700,7.3,59.94,0.37,16.03,324.29,117.12,
CRMS0383-S01,CRMS0383,S01,6/06/2006,6,6,2006,2,12_to16,7.47,5.4,12365,7.1,58.67,0.44,13.82,324.29,134.58,
CRMS0383-S01,CRMS0383,S01,6/06/2006,6,6,2006,2,16_to20,7.7,5.54,12010,6.9,64.17,0.29,19.15,324.29,96.18,
CRMS0383-S01,CRMS0383,S01,6/06/2006,6,6,2006,2,20_to24,7.45,6.03,10810,6.1,69.18,0.31,15.5,324.29,94.24,
CRMS0383-S01,CRMS0383,S01,6/06/2006,6,6,2006,2,4_to8,7.07,5.58,12000,6.9,62.88,0.45,14.22,324.29,140.43,
CRMS0383-S01,CRMS0383,S01,6/06/2006,6,6,2006,2,8_to12,7.32,4.57,10500,6,55.15,0.73,8.03,324.29,212,
CRMS0383-S01,CRMS0383,S01,6/06/2006,6,6,2006,3,0_to4,6.62,5.45,12710,7.3,66.07,0.35,15.98,324.29,115.8,
CRMS0383-S01,CRMS0383,S01,6/06/2006,6,6,2006,3,12_to16,7.1,6.45,10870,6.2,58.6,0.4,13.07,324.29,126.31,
CRMS0383-S01,CRMS0383,S01,6/06/2006,6,6,2006,3,16_to20,7.55,5.98,11420,6.5,72.48,0.29,18.73,324.29,96.55,
CRMS0383-S01,CRMS0383,S01,6/06/2006,6,6,2006,3,20_to24,7.24,5.71,11055,6.3,69.86,0.29,17.87,324.29,95.14,
CRMS0383-S01,CRMS0383,S01,6/06/2006,6,6,2006,3,4_to8,6.7,5.36,12790,7.35,69.57,0.34,19.86,324.29,125.28,
